OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
1314,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.98050782,,Final,33389466.3710938,26635.5241132032
1315,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,145,,Final,33389466.3710938,26635.5241132032
1316,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,14.13255361,,Final,33389466.3710938,26635.5241132032
1317,River Wards,2021,Planning district,All sexes,All races/ethnicities,All ages,count_births,1012,,Final,33389466.3710938,26635.5241132032
1318,River Wards,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.46292803,,Final,33389466.3710938,26635.5241132032
1319,River Wards,2012,Planning district,All sexes,All races/ethnicities,All ages,count_births,1164,,Final,33389466.3710938,26635.5241132032
1320,River Wards,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,16.99542992,,Final,33389466.3710938,26635.5241132032
1321,River Wards,2012,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,138,,Final,33389466.3710938,26635.5241132032
1322,River Wards,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.8556701,,Final,33389466.3710938,26635.5241132032
1323,River Wards,2014,Planning district,All sexes,All races/ethnicities,All ages,count_births,1195,,Final,33389466.3710938,26635.5241132032
1324,River Wards,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,17.44805735,,Final,33389466.3710938,26635.5241132032
1325,River Wards,2014,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,125,,Final,33389466.3710938,26635.5241132032
1326,River Wards,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.46025105,,Final,33389466.3710938,26635.5241132032
1327,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,1101,,Final,33389466.3710938,26635.5241132032
1328,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,16.07557418,,Final,33389466.3710938,26635.5241132032
1329,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,105,,Final,33389466.3710938,26635.5241132032
1330,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,9.53678474,,Final,33389466.3710938,26635.5241132032
1331,River Wards,2018,Planning district,All sexes,All races/ethnicities,All ages,count_births,1048,,Final,33389466.3710938,26635.5241132032
1332,River Wards,2018,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,15.30172728,,Final,33389466.3710938,26635.5241132032
1333,River Wards,2018,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,121,,Final,33389466.3710938,26635.5241132032
1334,River Wards,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.54580153,,Final,33389466.3710938,26635.5241132032
1335,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,count_births,1027,,Final,33389466.3710938,26635.5241132032
1336,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.67729949,,Final,33389466.3710938,26635.5241132032
1337,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,107,,Final,33389466.3710938,26635.5241132032
1338,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.41869523,,Final,33389466.3710938,26635.5241132032
1339,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,1012,,Preliminary,33389466.3710938,26635.5241132032
1340,River Wards,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.46292803,,Preliminary,33389466.3710938,26635.5241132032
1341,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,count_births,1092,,Final,33389466.3710938,26635.5241132032
1342,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,15.94416622,,Final,33389466.3710938,26635.5241132032
1343,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,135,,Final,33389466.3710938,26635.5241132032
1344,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.36263736,,Final,33389466.3710938,26635.5241132032
1345,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,count_births,1120,,Final,33389466.3710938,26635.5241132032
1346,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,16.35299099,,Final,33389466.3710938,26635.5241132032
1347,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,113,,Final,33389466.3710938,26635.5241132032
1348,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.08928571,,Final,33389466.3710938,26635.5241132032
1349,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,122,,Final,33389466.3710938,26635.5241132032
1350,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.17216117,,Final,33389466.3710938,26635.5241132032
1351,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,79,,Final,33389466.3710938,26635.5241132032
1352,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.05357143,,Final,33389466.3710938,26635.5241132032
1353,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,90,,Final,33389466.3710938,26635.5241132032
1354,River Wards,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.03571429,,Final,33389466.3710938,26635.5241132032
1355,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,98,,Final,33389466.3710938,26635.5241132032
1356,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.11627907,,Final,33389466.3710938,26635.5241132032
1357,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,92,,Final,33389466.3710938,26635.5241132032
1358,River Wards,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.55813953,,Final,33389466.3710938,26635.5241132032
1359,River Wards,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,106,,Final,33389466.3710938,26635.5241132032
1360,River Wards,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.4743083,,Final,33389466.3710938,26635.5241132032
1361,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,count_births,946,,Preliminary,33389466.3710938,26635.5241132032
1362,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.51969359,,Preliminary,33389466.3710938,26635.5241132032
1363,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,111,,Preliminary,33389466.3710938,26635.5241132032
1364,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.73361522,,Preliminary,33389466.3710938,26635.5241132032
1365,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,88,,Preliminary,33389466.3710938,26635.5241132032
1366,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.30232558,,Preliminary,33389466.3710938,26635.5241132032
1367,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,103,,Preliminary,33389466.3710938,26635.5241132032
1368,River Wards,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.88794926,,Preliminary,33389466.3710938,26635.5241132032
1369,River Wards,2023,Planning district,Female,All races/ethnicities,15-19,count_teen_births,32,,Preliminary,33389466.3710938,26635.5241132032
1370,River Wards,2023,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,31.18908382,,Preliminary,33389466.3710938,26635.5241132032
1371,River Wards,2014,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,123,,Final,33389466.3710938,26635.5241132032
1372,River Wards,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.29288703,,Final,33389466.3710938,26635.5241132032
1373,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,75,,Final,33389466.3710938,26635.5241132032
1374,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.8119891,,Final,33389466.3710938,26635.5241132032
1375,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,83,,Final,33389466.3710938,26635.5241132032
1376,River Wards,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,7.53860127,,Final,33389466.3710938,26635.5241132032
1377,River Wards,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,1174,,Final,33389466.3710938,26635.5241132032
1378,River Wards,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,17.14143877,,Final,33389466.3710938,26635.5241132032
1379,River Wards,2011,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,169,,Final,33389466.3710938,26635.5241132032
1380,River Wards,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,14.39522998,,Final,33389466.3710938,26635.5241132032
1381,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,109,,Final,33389466.3710938,26635.5241132032
1382,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.6134372,,Final,33389466.3710938,26635.5241132032
1383,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,105,,Final,33389466.3710938,26635.5241132032
1384,River Wards,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.22395326,,Final,33389466.3710938,26635.5241132032
1385,River Wards,2020,Planning district,Female,All races/ethnicities,15-19,count_teen_births,59,,Final,33389466.3710938,26635.5241132032
1386,River Wards,2020,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,57.50487329,,Final,33389466.3710938,26635.5241132032
1387,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,108,,Final,33389466.3710938,26635.5241132032
1388,River Wards,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,9.89010989,,Final,33389466.3710938,26635.5241132032
1389,River Wards,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,168,,Final,33389466.3710938,26635.5241132032
1390,River Wards,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,106.19469027,,Final,33389466.3710938,26635.5241132032
1391,River Wards,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.57312253,,Final,33389466.3710938,26635.5241132032
1392,River Wards,2012,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,111,,Final,33389466.3710938,26635.5241132032
1393,River Wards,2013,Planning district,Female,All races/ethnicities,15-19,count_teen_births,113,,Final,33389466.3710938,26635.5241132032
1394,River Wards,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,71.42857143,,Final,33389466.3710938,26635.5241132032
1395,River Wards,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.13745704,,Final,33389466.3710938,26635.5241132032
1396,River Wards,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,102,,Final,33389466.3710938,26635.5241132032
1397,River Wards,2015,Planning district,Female,All races/ethnicities,15-19,count_teen_births,95,,Final,33389466.3710938,26635.5241132032
1398,River Wards,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,60.0505689,,Final,33389466.3710938,26635.5241132032
1399,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,106,,Final,33389466.3710938,26635.5241132032
1400,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.33138402,,Final,33389466.3710938,26635.5241132032
1401,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,114,,Final,33389466.3710938,26635.5241132032
1402,River Wards,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.11111111,,Final,33389466.3710938,26635.5241132032
